belongs_to_collection,homepage,budget,popularity,runtime,production_companies,production_countries
0,0,22649291,6,87,689,1
0,1,22649291,13,93,5408,1
0,0,1500000,14,100,5409,1
0,1,22649291,10,106,5410,264
1,0,22649291,3,126,5411,26
0,0,6000000,1,117,6,1
0,0,400000,2,105,5412,391
0,0,7000000,6,113,73,1
0,0,50000000,12,108,5413,1
0,0,20000000,14,110,5414,1
1,0,56000000,11,86,5415,1
0,0,22649291,1,95,5416,1
0,1,22649291,6,104,5417,8
0,1,45000000,8,103,5418,106
0,0,22649291,0,80,5419,6
1,1,250000000,49,136,5420,1
0,0,22649291,6,113,146,1
0,1,16000000,8,117,5421,1
0,1,16000000,20,101,5422,1
0,1,22000000,11,106,5423,1
1,0,3000000,9,98,2,88
0,0,1300000,6,97,5424,642
0,0,22649291,0,90,5425,1
0,0,10000000,9,153,5426,6
1,0,22649291,7,85,26,1
1,1,60000000,21,119,5427,643
0,0,20000000,6,83,5428,43
0,1,8000000,11,101,5429,9
0,0,7000000,5,86,5430,1
0,0,22649291,11,99,76,1
0,0,22649291,10,88,5431,6
0,0,53000000,11,122,5432,18
1,0,22649291,3,106,5433,8
0,1,12899867,6,121,5310,29
0,1,22649291,2,101,5434,35
1,0,23000000,10,85,26,1
0,0,115000000,11,141,5435,1
1,0,35000000,11,117,89,1
1,1,125000000,22,101,5436,1
0,0,15000000,8,103,47,1
0,0,6200000,1,165,5437,2
0,0,1100000,2,86,5438,1
0,0,22649291,0,113,5439,0
1,1,858000,14,70,46,1
0,1,11000000,8,101,5440,1
1,0,93000000,1,92,5441,1
0,1,33000000,18,124,5442,21
0,1,80000000,8,94,5443,88
0,0,22649291,3,99,5444,287
0,1,18000000,7,86,5445,156
0,0,1500000,12,119,26,1
0,0,30000000,8,101,5446,1
0,0,12000000,7,98,5447,6
0,0,22649291,22,119,5448,644
0,0,22649291,3,110,224,1
0,0,1400000,8,104,45,1
0,0,6,1,95,49,1
0,1,6000000,16,106,5449,1
0,0,45000000,9,91,5450,1
0,0,9000000,13,106,5451,1
0,1,20000000,8,95,5452,70
0,0,1300000,2,92,5453,315
0,0,8500000,8,99,5454,18
0,1,126000000,11,136,5455,1
1,0,13000000,37,200,5456,1
1,1,92000000,12,98,5457,1
0,0,17000000,10,98,2760,14
0,0,45000000,9,141,45,1
0,1,10000000,7,105,5458,18
0,0,22649291,3,102,3672,1
1,1,200000000,24,130,1438,161
0,0,22000000,15,92,5459,645
1,1,60000000,10,115,5460,1
1,0,22649291,18,94,4891,1
0,1,7500000,6,107,5461,121
1,0,10000000,10,92,5462,10
0,0,1200000,2,88,5463,1
0,0,106000,0,107,0,1
1,1,15000000,12,92,5464,18
0,0,38000000,7,138,5465,1
1,0,22649291,2,95,0,26
0,1,22649291,3,101,5466,1
0,1,18000000,9,102,5467,88
0,0,2300000,7,121,5468,18
0,0,3000000,9,83,5469,18
0,0,15000000,11,216,5470,6
0,0,22649291,1,105,5471,646
0,0,22649291,10,91,5472,1
0,0,5000000,10,118,5473,254
0,0,20000000,13,105,5474,1
0,0,8000000,5,91,5475,1
0,0,22649291,0,110,5476,1
1,0,150000000,16,138,5477,59
0,0,22649291,0,93,0,8
0,0,32000000,8,106,5478,21
0,0,1900000,6,98,73,1
1,1,1100000,11,101,5479,647
0,0,20000000,8,101,5480,21
0,0,22649291,2,105,5481,121
0,0,22649291,7,93,2438,1
1,1,50000000,8,125,5482,648
1,0,120000000,8,106,5483,1
0,0,1000000,3,100,5484,1
0,1,8500000,8,84,5485,1
0,1,1000000,6,107,5486,225
0,0,22649291,9,113,5487,222
0,1,11000000,8,111,5488,11
0,0,22649291,2,92,5489,1
1,0,46000000,15,91,5490,1
0,0,68000000,37,135,5491,605
1,1,63000000,9,94,5492,1
0,0,40000000,12,128,45,1
1,1,15000000,7,105,5493,1
0,0,62000000,6,116,5494,1
1,1,70000000,12,88,5495,1
0,0,22649291,3,106,5496,649
0,1,33000000,10,108,5497,187
1,1,19000000,26,116,5498,1
0,0,12000000,3,123,879,1
0,0,22649291,7,118,5499,1
0,0,60000000,8,108,5500,1
0,0,11000000,10,104,5501,28
0,0,4000000,10,78,46,1
0,0,310000,1,138,3966,2
0,0,3352254,10,118,5502,1
1,0,6000000,5,92,0,51
0,0,28000000,11,109,289,1
0,1,22649291,1,98,5503,1
1,1,4800000,12,94,5504,1
0,0,10000000,3,118,5505,1
0,0,22649291,4,92,5506,1
0,0,22649291,10,93,5507,1
0,1,12000000,11,104,5508,59
0,0,100000,5,87,5509,1
0,0,800000,1,100,5510,3
0,0,4000000,6,111,5511,1
0,0,22649291,3,90,45,1
1,1,160000000,14,93,4867,1
0,0,22649291,1,103,5512,88
0,0,22649291,2,89,5513,1
0,0,3600000,11,113,5514,1
0,0,22649291,10,100,5515,144
0,0,22649291,9,125,45,341
0,1,70000000,9,101,5516,56
0,1,80000000,16,138,5517,1
0,0,8520000,2,125,1666,3
0,1,9000000,2,88,45,1
0,1,22649291,9,103,5518,51
0,1,4500000,9,104,5519,1
0,0,60000000,10,128,5520,1
0,1,2000000,9,93,5521,650
0,1,43000000,24,108,5522,85
0,0,22649291,0,107,5523,29
0,1,22649291,9,74,5524,1
0,0,13000000,9,121,3150,1
0,1,5000000,8,95,5525,1
1,1,130000000,11,110,5526,1
1,0,90000000,15,128,5527,1
0,0,22649291,7,107,5528,1
0,0,33000000,8,137,5529,25
1,0,45000000,13,83,1106,1
1,1,100000000,15,103,1697,1
0,0,47000000,8,103,66,1
0,0,22000000,7,127,5530,1
0,1,35000000,18,108,5531,21
0,1,22649291,12,92,5532,1
1,0,12000000,16,85,26,1
0,1,100000,24,92,5533,1
0,0,22649291,6,110,5534,10
0,0,23000000,13,104,61,1
0,1,30000000,12,106,5535,1
0,0,22649291,5,146,1790,2
0,0,22649291,0,96,5536,0
0,0,45000000,14,122,5537,59
0,1,3000000,5,120,5538,1
0,0,22649291,1,101,5539,52
0,0,22649291,4,108,5242,1
1,0,10000000,3,105,2709,1
0,0,5600000,5,138,5540,6
0,0,22649291,10,95,5541,1
0,0,62000000,5,125,5542,1
0,0,13000000,6,98,501,1
0,0,20000000,9,104,5543,1
0,1,22649291,0,87,5544,6
0,0,22649291,3,103,802,1
0,1,22361,1,96,5545,61
0,1,25000000,7,101,5546,88
0,0,25000000,8,113,347,1
0,0,4500000,1,138,5547,2
1,0,4000000,4,100,3913,1
0,0,35000000,16,93,5548,1
0,0,20000000,6,108,5549,1
0,0,22649291,0,98,5550,651
0,1,55000000,18,122,5551,1
1,1,200000000,20,143,76,18
0,0,22649291,1,115,5552,8
0,1,27000000,8,111,235,1
0,0,20000000,13,97,5553,1
1,0,22649291,4,93,2,1
0,0,22649291,11,91,5554,1
0,1,25000000,9,98,5555,1
0,0,30000000,13,108,5556,652
1,0,22649291,2,100,5557,0
0,1,55000000,9,119,5558,1
0,1,170000000,14,126,5559,653
1,0,1800000,9,98,7,1
0,0,16000000,15,130,5560,1
0,0,22649291,1,101,1775,383
0,0,4000000,8,144,5561,654
0,1,13200000,25,83,4668,1
0,0,42000000,9,122,5562,655
0,0,22649291,11,96,4033,1
0,1,22649291,5,86,5563,1
0,0,600000,4,225,5564,1
0,0,800000,1,100,0,0
0,1,10000000,12,115,5565,1
0,0,15000000,11,114,89,1
0,1,12000000,7,93,5566,1
1,0,22649291,2,104,5567,35
0,0,22649291,8,90,5568,35
0,1,1000000,2,81,5569,1
0,1,22649291,3,84,0,0
0,0,22649291,6,85,1038,1
0,1,10000000,8,110,5570,1
1,1,155000000,30,126,5571,1
0,0,42000000,10,118,5572,25
1,0,19000000,6,95,2241,1
0,0,16000000,10,129,224,1
0,0,2000000,20,100,5573,1
0,0,64000,11,85,5574,8
